"gloss","bbox","fps","frame_end","frame_start","instance_id","signer_id","source","split","url","variation_id","video_id","is_available"
"computer","[257, 38, 1684, 1080]","25","-1","1","17","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4","0","v_id_12314","True"
"computer","[436, 35, 1765, 1080]","25","-1","1","18","4","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4","1","v_id_12315","True"
"computer","[412, 18, 1698, 1080]","25","-1","1","19","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4","2","v_id_12316","True"
"computer","[473, 44, 1708, 1080]","25","-1","1","20","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4","2","v_id_12317","True"
"computer","[365, 45, 1673, 1080]","25","-1","1","21","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4","0","v_id_12318","True"
"computer","[494, 99, 1414, 1077]","25","-1","1","22","45","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4","2","v_id_12319","True"
"computer","[74, 19, 565, 480]","25","-1","1","23","59","asldeafined","test","https://media.asldeafined.com/vocabulary/1466901185.5915.mp4","1","v_id_12320","True"
"computer","[69, 9, 214, 192]","25","-1","1","30","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/6/6011.mp4","0","v_id_12326","True"
"computer","[63, 0, 218, 192]","25","-1","1","31","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6012.mp4","2","v_id_12327","True"
"before","[624, 70, 1587, 1070]","25","-1","1","6","32","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4","0","v_id_05728","True"
"before","[167, 52, 512, 400]","25","-1","1","9","12","aslsearch","train","http://www.aslsearch.com/signs/videos/before3.mp4","0","v_id_05749","True"
"before","[171, 52, 513, 400]","25","-1","1","10","12","aslsearch","val","http://www.aslsearch.com/signs/videos/before.mp4","1","v_id_05750","True"
"before","[300, 12, 1202, 1080]","25","-1","1","11","46","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4","1","v_id_05729","True"
"before","[712, 64, 1652, 1080]","25","-1","1","12","32","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4","1","v_id_05730","True"
"before","[190, 0, 504, 370]","25","-1","1","13","88","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4","1","v_id_65167","True"
"before","[570, 98, 1535, 1080]","25","-1","1","14","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4","0","v_id_05731","True"
"before","[103, 25, 528, 480]","25","-1","1","15","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1466681314.2550.mp4","0","v_id_05732","True"
"before","[95, 23, 533, 480]","25","-1","1","16","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1466681379.1244.mp4","1","v_id_05733","True"
"before","[129, 0, 555, 480]","25","-1","1","17","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1468755772.9751.mp4","0","v_id_05734","True"
"before","[386, 45, 810, 720]","25","-1","1","20","38","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4","1","v_id_05727","True"
"before","[74, 23, 209, 192]","25","-1","1","23","10","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/22/22829.mp4","1","v_id_05739","True"
"before","[90, 22, 203, 192]","25","-1","1","24","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22831.mp4","1","v_id_05740","True"
"before","[65, 9, 219, 192]","25","-1","1","25","11","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/5/5971.mp4","0","v_id_05741","True"
"before","[67, 14, 216, 192]","25","-1","1","26","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6164.mp4","0","v_id_05742","True"
"before","[43, 3, 212, 192]","25","-1","1","27","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/9/9194.mp4","0","v_id_05743","True"
"chair","[40, 6, 266, 240]","25","-1","1","8","0","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/74909.mp4","0","v_id_09848","True"
"chair","[183, 55, 560, 400]","25","-1","1","11","12","aslsearch","train","http://www.aslsearch.com/signs/videos/chair.mp4","0","v_id_09869","True"
"chair","[388, 56, 806, 720]","25","-1","1","12","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4","0","v_id_09849","True"
"chair","[667, 144, 1472, 1061]","25","-1","1","13","31","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4","0","v_id_09850","True"
"chair","[102, 22, 563, 480]","25","-1","1","14","59","asldeafined","val","https://media.asldeafined.com/vocabulary/1466729509.9229.mp4","0","v_id_09851","True"
"chair","[169, 15, 476, 370]","25","-1","1","15","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4","0","v_id_65328","True"
"chair","[81, 15, 233, 192]","25","-1","1","18","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/7/7821.mp4","0","v_id_09854","True"
"go","[268, 38, 898, 720]","25","-1","1","1","118","aslbrick","val","http://aslbricks.org/New/ASL-Videos/go.mp4","0","v_id_69345","True"
"go","[79, 22, 201, 192]","25","-1","1","3","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23400.mp4","0","v_id_24955","True"
"go","[81, 22, 199, 192]","25","-1","1","4","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23401.mp4","0","v_id_24956","True"
"go","[187, 18, 526, 414]","25","-1","1","8","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4","0","v_id_24941","True"
"go","[78, 25, 214, 192]","25","-1","1","9","10","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/23/23517.mp4","1","v_id_24960","True"
"go","[78, 25, 214, 192]","25","-1","1","10","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23517.mp4","1","v_id_24961","True"
"go","[88, 25, 217, 192]","25","-1","1","11","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23519.mp4","1","v_id_24962","True"
"go","[149, 9, 591, 370]","25","-1","1","24","94","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4","0","v_id_65824","True"
"go","[229, 42, 573, 400]","25","-1","1","25","41","aslsearch","train","http://www.aslsearch.com/signs/videos/go.mp4","0","v_id_24973","True"
"go","[283, 19, 812, 480]","25","-1","1","26","52","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4","0","v_id_24943","True"
"go","[607, 62, 1534, 1075]","25","-1","1","29","31","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4","0","v_id_24946","True"
"go","[58, 2, 557, 480]","25","-1","1","30","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468549286.5649.mp4","0","v_id_24947","True"
"go","[37, 1, 284, 240]","25","-1","1","33","0","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/58507.mp4","0","v_id_24940","True"
"go","[32, 14, 204, 192]","25","-1","1","37","10","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/22/22235.mp4","1","v_id_24952","True"
"go","[79, 22, 201, 192]","25","-1","1","39","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23400.mp4","0","v_id_24954","True"
"clothes","[403, 67, 893, 720]","25","-1","1","5","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4","0","v_id_11310","True"
"clothes","[165, 51, 578, 400]","25","-1","1","7","12","aslsearch","train","http://www.aslsearch.com/signs/videos/clothes.mp4","0","v_id_11330","True"
"clothes","[70, 21, 614, 480]","25","-1","1","8","59","asldeafined","test","https://media.asldeafined.com/vocabulary/1466899298.7370.mp4","0","v_id_11311","True"
"clothes","[56, 8, 243, 192]","25","-1","1","10","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6566.mp4","0","v_id_11313","True"
"clothes","[21, 2, 304, 240]","25","-1","1","13","42","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/399310.mp4","0","v_id_11309","True"
"who","[381, 45, 868, 720]","25","-1","1","1","118","aslbrick","train","http://aslbricks.org/New/ASL-Videos/who.mp4","0","v_id_69534","True"
"who","[188, 55, 546, 400]","25","-1","1","7","12","aslsearch","train","http://www.aslsearch.com/signs/videos/who.mp4","0","v_id_63242","True"
"who","[235, 15, 526, 414]","25","-1","1","8","36","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4","0","v_id_63226","True"
"who","[687, 96, 1421, 1080]","25","-1","1","9","6","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4","0","v_id_63227","True"
"who","[693, 88, 1401, 1080]","25","-1","1","10","6","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4","0","v_id_63228","True"
"who","[655, 72, 1505, 1071]","25","-1","1","11","4","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4","0","v_id_63229","True"
"who","[342, 20, 1162, 1080]","25","-1","1","12","46","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4","0","v_id_63230","True"
"who","[128, 8, 517, 480]","25","-1","1","13","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1468928348.68.mp4","0","v_id_63231","True"
"who","[165, 4, 472, 370]","25","-1","1","14","88","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4","0","v_id_66778","True"
"who","[112, 28, 507, 480]","25","-1","1","15","59","asldeafined","train","https://media.asldeafined.com/vocabulary/1539176590.1089.mp4","0","v_id_63232","True"
"who","[167, 3, 471, 370]","25","-1","1","18","88","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4","0","v_id_66779","True"
"who","[35, 0, 293, 240]","25","-1","1","20","42","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/51811.mp4","0","v_id_63225","True"
"who","[81, 19, 207, 192]","25","-1","1","23","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/9/9019.mp4","0","v_id_63236","True"
"who","[82, 17, 212, 192]","25","-1","1","24","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/9/9020.mp4","0","v_id_63237","True"
"candy","[153, 55, 539, 400]","25","-1","1","5","12","aslsearch","val","http://www.aslsearch.com/signs/videos/candy.mp4","1","v_id_08929","True"
"candy","[163, 14, 517, 414]","25","-1","1","6","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4","1","v_id_08916","True"
"candy","[784, 153, 1501, 1080]","25","-1","1","7","39","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4","0","v_id_08917","True"
"candy","[774, 153, 1499, 1080]","25","-1","1","8","39","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4","0","v_id_08918","True"
"candy","[647, 60, 1538, 1065]","25","-1","1","9","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4","1","v_id_08919","True"
"candy","[675, 65, 1529, 1060]","25","-1","1","10","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4","0","v_id_08920","True"
"candy","[66, 24, 572, 480]","25","-1","1","11","17","asldeafined","train","https://media.asldeafined.com/vocabulary/1471144833.8086.mp4","1","v_id_08921","True"
"candy","[186, 15, 467, 370]","25","-1","1","14","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4","0","v_id_65298","True"
"candy","[80, 11, 216, 192]","25","-1","1","15","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6123.mp4","0","v_id_08924","True"
"candy","[136, 16, 469, 370]","25","-1","1","16","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4","1","v_id_65299","True"
"candy","[195, 16, 467, 370]","25","-1","1","17","89","aslsignbank","test","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4","0","v_id_65300","True"
"candy","[23, 0, 286, 240]","25","-1","1","18","56","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/51294.mp4","1","v_id_08915","True"
"candy","[78, 15, 233, 192]","25","-1","1","21","11","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/7/7906.mp4","1","v_id_08925","True"
"cousin","[134, 17, 491, 370]","25","-1","1","0","102","aslsignbank","test","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4","0","v_id_65415","True"
"cousin","[205, 43, 479, 400]","25","-1","1","3","41","aslsearch","train","http://www.aslsearch.com/signs/videos/cousin3.mp4","0","v_id_13647","True"
"cousin","[192, 41, 488, 400]","25","-1","1","4","41","aslsearch","train","http://www.aslsearch.com/signs/videos/cousin.mp4","0","v_id_13648","True"
"cousin","[463, 67, 856, 720]","25","-1","1","5","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4","0","v_id_13631","True"
"cousin","[428, 69, 853, 720]","25","-1","1","6","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4","0","v_id_13632","True"
"cousin","[297, 16, 772, 480]","25","-1","1","7","60","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4","0","v_id_13633","True"
"cousin","[99, 24, 512, 480]","25","-1","1","8","59","asldeafined","val","https://media.asldeafined.com/vocabulary/1466904377.9296.mp4","0","v_id_13634","True"
"cousin","[59, 25, 528, 480]","25","-1","1","9","59","asldeafined","test","https://media.asldeafined.com/vocabulary/1466904400.1624.mp4","0","v_id_13635","True"
"cousin","[55, 27, 520, 480]","25","-1","1","10","59","asldeafined","train","https://media.asldeafined.com/vocabulary/1539177107.4884.mp4","0","v_id_13636","True"
"cousin","[67, 17, 251, 234]","25","-1","1","13","35","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/47501.mp4","0","v_id_13630","True"
"cousin","[52, 9, 225, 192]","25","-1","1","16","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6148.mp4","0","v_id_13640","True"
"cousin","[79, 8, 222, 192]","25","-1","1","17","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/6/6150.mp4","0","v_id_13641","True"
"cousin","[54, 9, 222, 192]","25","-1","1","18","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6568.mp4","0","v_id_13642","True"
"cousin","[174, 36, 487, 400]","25","-1","1","22","41","aslsearch","train","http://www.aslsearch.com/signs/videos/cousin2.mp4","0","v_id_13646","True"
"deaf","[186, 15, 525, 414]","25","-1","1","6","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4","0","v_id_14882","True"
"deaf","[170, 62, 532, 400]","25","-1","1","9","12","aslsearch","val","http://www.aslsearch.com/signs/videos/deaf.mp4","0","v_id_14903","True"
"deaf","[738, 111, 1463, 1080]","25","-1","1","10","45","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4","0","v_id_14883","True"
"deaf","[677, 59, 1527, 1061]","25","-1","1","11","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4","0","v_id_14884","True"
"deaf","[727, 115, 1483, 1078]","25","-1","1","12","45","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4","0","v_id_14885","True"
"deaf","[445, 35, 1030, 709]","25","-1","1","13","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4","0","v_id_14886","True"
"deaf","[170, 15, 476, 370]","25","-1","1","14","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4","0","v_id_65445","True"
"deaf","[111, 30, 517, 480]","25","-1","1","15","59","asldeafined","val","https://media.asldeafined.com/vocabulary/1466906743.302.mp4","0","v_id_14887","True"
"deaf","[95, 28, 530, 480]","25","-1","1","16","15","asldeafined","test","https://media.asldeafined.com/vocabulary/1522766619.2346.mp4","0","v_id_14888","True"
"deaf","[66, 24, 205, 192]","25","-1","1","21","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23016.mp4","0","v_id_14893","True"
"deaf","[60, 24, 206, 192]","25","-1","1","22","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23017.mp4","0","v_id_14894","True"
"fine","[414, 53, 804, 720]","25","-1","1","7","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4","0","v_id_21870","True"
"fine","[166, 54, 515, 400]","25","-1","1","9","12","aslsearch","test","http://www.aslsearch.com/signs/videos/cost.mp4","1","v_id_21890","True"
"fine","[236, 35, 486, 400]","25","-1","1","10","41","aslsearch","train","http://www.aslsearch.com/signs/videos/fine.mp4","0","v_id_21891","True"
"fine","[206, 15, 518, 414]","25","-1","1","11","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4","0","v_id_21871","True"
"fine","[344, 10, 770, 480]","25","-1","1","12","52","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4","0","v_id_21872","True"
"fine","[67, 10, 236, 240]","25","-1","1","13","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/92669.mp4","0","v_id_21869","True"
"fine","[57, 6, 600, 480]","25","-1","1","15","21","asldeafined","val","https://media.asldeafined.com/vocabulary/1468494312.7752.mp4","1","v_id_21874","True"
"fine","[69, 14, 214, 192]","25","-1","1","19","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/14/14347.mp4","0","v_id_21878","True"
"fine","[72, 15, 216, 192]","25","-1","1","26","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6355.mp4","1","v_id_21883","True"
"help","[605, 64, 1417, 1080]","25","-1","1","1","115","aslbrick","val","http://aslbricks.org/New/ASL-Videos/help.mp4","0","v_id_69364","True"
"help","[198, 56, 563, 400]","25","-1","1","4","12","aslsearch","train","http://www.aslsearch.com/signs/videos/help.mp4","0","v_id_27221","True"
"help","[211, 16, 525, 414]","25","-1","1","5","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4","0","v_id_27206","True"
"help","[665, 54, 1608, 1080]","25","-1","1","6","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4","0","v_id_27207","True"
"help","[80, 14, 536, 480]","25","-1","1","7","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468580671.3652.mp4","0","v_id_27208","True"
"help","[66, 20, 607, 480]","25","-1","1","8","17","asldeafined","test","https://media.asldeafined.com/vocabulary/1471136062.8464.mp4","0","v_id_27209","True"
"help","[182, 14, 465, 370]","25","-1","1","12","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4","0","v_id_65890","True"
"help","[92, 24, 202, 192]","25","-1","1","13","10","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/23/23431.mp4","0","v_id_27213","True"
"help","[77, 3, 220, 192]","25","-1","1","14","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/5/5871.mp4","0","v_id_27214","True"
"help","[188, 14, 463, 370]","25","-1","1","15","90","aslsignbank","val","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4","0","v_id_65891","True"
"help","[188, 15, 469, 370]","25","-1","1","16","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4","0","v_id_65889","True"
"help","[72, 14, 217, 192]","25","-1","1","19","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6389.mp4","0","v_id_27215","True"
"help","[67, 5, 217, 192]","25","-1","1","20","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/9/9918.mp4","0","v_id_27216","True"
"help","[61, 12, 213, 192]","25","-1","1","21","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/9/9936.mp4","0","v_id_27217","True"
"no","[274, 43, 875, 720]","25","-1","1","1","118","aslbrick","val","http://aslbricks.org/New/ASL-Videos/no.mp4","0","v_id_69411","True"
"no","[223, 12, 525, 414]","25","-1","1","9","36","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4","0","v_id_38525","True"
"no","[258, 38, 509, 400]","25","-1","1","10","41","aslsearch","train","http://www.aslsearch.com/signs/videos/no.mp4","0","v_id_38544","True"
"no","[777, 24, 1651, 1080]","25","-1","1","12","3","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4","0","v_id_38527","True"
"no","[88, 0, 502, 480]","25","-1","1","15","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1468719269.5533.mp4","0","v_id_38529","True"
"no","[138, 36, 517, 480]","25","-1","1","16","15","asldeafined","train","https://media.asldeafined.com/vocabulary/1522767129.7038.mp4","0","v_id_38530","True"
"no","[74, 22, 205, 192]","25","-1","1","18","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23547.mp4","0","v_id_38532","True"
"no","[83, 17, 215, 192]","25","-1","1","19","10","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/23/23949.mp4","0","v_id_38533","True"
"no","[143, 0, 480, 370]","25","-1","1","20","102","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4","0","v_id_66183","True"
